time_stamp [milli-sec],actor_1_x,actor_1_y
110703,0.13093146275698653,-0.0573097060251061
110806,0.1177682889866479,-0.02827753084159096
110910,0.0967470548865528,-0.011279626821103473
111013,0.019365301413968174,0.004897276448756791
111119,-0.03663076950090163,0.006323153578908877
111228,-0.09480282658730621,0.006442039077135647
111333,-0.1634023450055663,0.005867005073215623
111438,-0.21453836721213362,0.002853049545345109
111548,-0.26954579457462635,-0.001369892852890492
111650,-0.35883268823666525,-0.011760600105092077
111751,-0.45511877775979037,-0.025954775852284576
111863,-0.5574513888853859,-0.04529361850929883
111966,-0.7050242302513444,-0.09908918881598155
112070,-0.7778670421814492,-0.11287465513600486
112175,-0.922853562660154,-0.1330000521863851
112277,-1.0299467014474828,-0.144357578957394
112380,-1.1341470794537,-0.15212288609995003
112484,-1.2339332810907224,-0.15426465818854757
112588,-1.3288651276362669,-0.1544668027932301
112689,-1.389038691753221,-0.1545237458230847
112791,-1.4736274155340787,-0.1537849547545745
112904,-1.55063445986836,-0.15543692169362078
113006,-1.6185530639687487,-0.1601231099867728
113129,-1.6756343439833234,-0.16593909281218983
113230,-1.7398011651141008,-0.17015911187042912
113333,-1.8110822412855654,-0.1444734069263333
113436,-1.8340792980550344,-0.10732985919322025
113540,-1.8360127332510878,-0.06498621613713755
113644,-1.8209323182851576,-0.027147885352500355
113746,-1.7662710828476103,-0.007811801865422388
113854,-1.7329014370020874,-0.008414406630295374
113955,-1.7024704935733614,-0.04290267106580403
114058,-1.6802895667716775,-0.12121202996882015
114159,-1.6742991985792788,-0.2261673615208259
114262,-1.6758427832378768,-0.3481704368357886
114363,-1.6811253519896923,-0.461658021280652
114466,-1.6953111267048215,-0.5924713338761015
114569,-1.7115484383771582,-0.7379523384521848
114671,-1.7276333380977327,-0.8954591164951377
114772,-1.7309077151990762,-1.0602900252918108
114875,-1.7238845767820536,-1.23006843432902
114978,-1.6788339140530437,-1.4559813070610608
115080,-1.675247988239942,-1.6335573049350467
115182,-1.679706338188611,-1.8123449588113165
115285,-1.6982715150308614,-1.9911328000427986
115388,-1.71749762237136,-2.1647599250287333
115490,-1.7301531152861434,-2.3295621503310042
115591,-1.730241822610162,-2.4826090280145503
115694,-1.7221475472759993,-2.622935220598459
115797,-1.68179270596558,-2.7862411121064534
115902,-1.6752048746889574,-2.8927441716504703
116009,-1.6745568897326628,-2.980819808150256
116110,-1.6707151263787678,-3.0925828149824803
116211,-1.65411142750902,-3.172770531756267
116312,-1.6296162831441556,-3.2096966795272412
116415,-1.6012225246023402,-3.212382218157494
116517,-1.5770173222219952,-3.1880508299665133
116618,-1.5618002662914723,-3.145025555811532
116720,-1.5596738431402746,-3.0938209029259442
116822,-1.5765432776525155,-3.044754376045618
116925,-1.6197077156387027,-3.0026118389522356
117028,-1.6945052777100729,-2.9785879058916693
117132,-1.7315807873013975,-2.974923963438672
117238,-1.818059069257015,-2.9696476917953643
117340,-1.8971571335569157,-2.9690798058742423
117446,-1.9869204192262422,-2.970083482003464
117550,-2.1213974323216864,-2.9779324477701663
117651,-2.197814912534587,-3.0070236402708326
117763,-2.312567342666407,-3.0189310019965148
117865,-2.4704872840505177,-3.0251598035551144
117971,-2.5504323643810287,-3.0243921965160263
118073,-2.6708921997807207,-3.0216517078090877
118184,-2.7896038495962934,-3.0114425249265224
118294,-2.9444416932658357,-2.9945310226875175
118398,-3.0194396802419474,-2.9842482520723865
118502,-3.1289255487658605,-2.972988727185398
